,City,Latitude,Longitude,Date,Month,Year,Season,Temperature_(°C)_Max,Temperature_(°C)_Avg,Temperature_(°C)_Min,Humidity_(%)_Max,Humidity_(%)_Avg,Humidity_(%)_Min,Wind_Speed_(kph)_Max,Wind_Speed_(kph)_Avg,Wind_Speed_(kph)_Min,Pressure_(hPa)_Max
2429,Elche,38.2851,-0.5625,2008-09-26,September,2008,autumn,22.2,19.4,17.2,88.0,75.8,64.0,27.4,13.5,1.6,1016.0
2430,Elche,38.2851,-0.5625,2008-09-27,September,2008,autumn,22.2,19.6,15.0,77.0,62.8,53.0,27.4,13.8,1.6,1016.0
2431,Elche,38.2851,-0.5625,2008-09-28,September,2008,autumn,23.9,20.1,17.2,88.0,66.9,53.0,29.0,15.1,1.6,1016.0
2432,Elche,38.2851,-0.5625,2008-09-29,September,2008,autumn,23.9,20.7,17.8,68.0,59.6,47.0,29.0,16.9,9.7,1016.0
2433,Elche,38.2851,-0.5625,2008-09-30,September,2008,autumn,23.9,19.9,16.1,77.0,60.3,41.0,19.3,9.8,0.0,1013.0
2434,Elche,38.2851,-0.5625,2008-10-01,October,2008,autumn,25.0,19.4,15.0,82.0,68.2,41.0,22.5,9.3,0.0,1013.0
2435,Elche,38.2851,-0.5625,2008-10-02,October,2008,autumn,27.2,20.1,15.0,88.0,71.1,47.0,22.5,8.4,0.0,1013.0
2436,Elche,38.2851,-0.5625,2008-10-03,October,2008,autumn,22.8,20.0,15.0,88.0,61.2,36.0,27.4,12.7,0.0,1016.0
2437,Elche,38.2851,-0.5625,2008-10-04,October,2008,autumn,22.2,18.1,15.0,64.0,43.8,28.0,22.5,10.0,0.0,1019.0
2438,Elche,38.2851,-0.5625,2008-10-05,October,2008,autumn,22.8,17.7,12.2,77.0,62.5,47.0,14.5,7.2,0.0,1019.0
2439,Elche,38.2851,-0.5625,2008-10-06,October,2008,autumn,27.2,18.8,12.2,82.0,61.5,28.0,16.1,6.4,0.0,1016.0
2440,Elche,38.2851,-0.5625,2008-10-07,October,2008,autumn,27.8,19.8,12.8,82.0,59.9,36.0,19.3,8.2,0.0,1016.0
2441,Elche,38.2851,-0.5625,2008-10-08,October,2008,autumn,25.0,21.5,18.9,64.0,51.5,25.0,27.4,17.4,0.0,1013.0
2442,Elche,38.2851,-0.5625,2008-10-09,October,2008,autumn,21.1,18.1,15.0,88.0,69.2,52.0,35.4,16.6,0.0,1016.0
2443,Elche,38.2851,-0.5625,2008-10-10,October,2008,autumn,23.9,22.3,20.0,83.0,76.0,73.0,41.8,33.2,12.9,1019.0
2444,Elche,38.2851,-0.5625,2008-10-11,October,2008,autumn,22.8,22.4,22.2,83.0,77.8,73.0,41.8,35.2,27.4,1019.0
2445,Elche,38.2851,-0.5625,2008-10-12,October,2008,autumn,25.0,22.9,22.2,83.0,77.4,69.0,25.7,14.0,0.0,1019.0
2446,Elche,38.2851,-0.5625,2008-10-13,October,2008,autumn,25.0,21.7,17.8,88.0,81.0,69.0,20.9,6.9,0.0,1019.0
2447,Elche,38.2851,-0.5625,2008-10-14,October,2008,autumn,23.9,20.9,16.1,94.0,75.9,57.0,16.1,6.3,0.0,1016.0
2448,Elche,38.2851,-0.5625,2008-10-15,October,2008,autumn,23.9,19.7,15.0,94.0,80.0,57.0,19.3,5.3,0.0,1019.0
2449,Elche,38.2851,-0.5625,2008-10-16,October,2008,autumn,26.1,20.5,15.0,100.0,81.5,57.0,19.3,7.6,0.0,1016.0
2450,Elche,38.2851,-0.5625,2008-10-17,October,2008,autumn,23.9,20.6,17.2,100.0,77.8,53.0,14.5,9.0,0.0,1013.0
2451,Elche,38.2851,-0.5625,2008-10-18,October,2008,autumn,22.8,19.9,17.2,100.0,90.3,69.0,14.5,6.0,0.0,1013.0
2452,Elche,38.2851,-0.5625,2008-10-19,October,2008,autumn,23.9,20.8,16.1,100.0,82.0,53.0,32.2,14.2,0.0,1016.0
2453,Elche,38.2851,-0.5625,2008-10-20,October,2008,autumn,23.9,21.6,18.9,100.0,89.8,69.0,29.0,15.9,3.2,1016.0
2454,Elche,38.2851,-0.5625,2008-10-21,October,2008,autumn,23.9,20.6,17.2,100.0,89.1,64.0,19.3,7.6,0.0,1013.0
2455,Elche,38.2851,-0.5625,2008-10-22,October,2008,autumn,22.8,19.0,15.0,100.0,89.4,69.0,37.0,13.7,0.0,1013.0
2456,Elche,38.2851,-0.5625,2008-10-23,October,2008,autumn,20.0,18.5,17.2,94.0,76.9,64.0,33.8,22.9,11.3,1016.0
2457,Elche,38.2851,-0.5625,2008-10-24,October,2008,autumn,21.1,18.8,17.2,83.0,71.0,60.0,27.4,14.0,3.2,1019.0
2458,Elche,38.2851,-0.5625,2008-10-25,October,2008,autumn,20.0,17.6,15.0,100.0,83.8,60.0,16.1,9.7,1.6,1019.0
2459,Elche,38.2851,-0.5625,2008-10-26,October,2008,autumn,22.8,19.9,16.1,88.0,67.4,56.0,35.4,16.1,0.0,1019.0
2460,Elche,38.2851,-0.5625,2008-10-27,October,2008,autumn,22.8,18.3,15.0,100.0,79.3,57.0,19.3,9.2,0.0,1016.0
2461,Elche,38.2851,-0.5625,2008-10-28,October,2008,autumn,22.2,17.0,13.9,100.0,92.3,46.0,25.7,7.1,0.0,1006.0
2462,Elche,38.2851,-0.5625,2008-10-29,October,2008,autumn,17.2,13.1,8.9,88.0,51.7,31.0,38.6,23.2,1.6,1009.0
2463,Elche,38.2851,-0.5625,2008-10-30,October,2008,autumn,18.9,10.650442436240786,1.4101396713287606,82.0,24.1,0.0,27.4,9.7,0.0,1009.0
2464,Elche,38.2851,-0.5625,2008-10-31,October,2008,autumn,18.9,14.1,7.8,100.0,74.3,52.0,24.1,8.0,0.0,999.0
2465,Elche,38.2851,-0.5625,2008-11-01,November,2008,autumn,18.9,15.3,8.411116698682537,100.0,82.3,0.0,16.1,4.7,0.0,999.0
2466,Elche,38.2851,-0.5625,2008-11-02,November,2008,autumn,18.9,14.2,11.1,100.0,75.5,40.0,37.0,16.1,1.6,1006.0
2467,Elche,38.2851,-0.5625,2008-11-03,November,2008,autumn,17.8,13.5,8.9,94.0,66.3,40.0,16.1,4.7,0.0,1009.0
2468,Elche,38.2851,-0.5625,2008-11-04,November,2008,autumn,17.2,12.1,7.8,100.0,81.5,52.0,22.5,9.5,0.0,1009.0
2469,Elche,38.2851,-0.5625,2008-11-05,November,2008,autumn,17.8,12.5,6.1,100.0,65.7,37.0,24.1,14.8,4.8,1013.0
2470,Elche,38.2851,-0.5625,2008-11-06,November,2008,autumn,21.1,15.2,11.1,67.0,51.7,33.0,32.2,17.9,1.6,1013.0
2471,Elche,38.2851,-0.5625,2008-11-07,November,2008,autumn,20.0,14.4,10.0,94.0,65.7,37.0,27.4,10.0,0.0,1016.0
2472,Elche,38.2851,-0.5625,2008-11-08,November,2008,autumn,22.2,14.4,8.9,100.0,80.1,41.0,14.5,5.0,0.0,1019.0
2473,Elche,38.2851,-0.5625,2008-11-09,November,2008,autumn,20.0,14.2,7.8,100.0,82.8,56.0,12.9,3.7,0.0,1026.0
2474,Elche,38.2851,-0.5625,2008-11-10,November,2008,autumn,18.9,13.4,8.9,100.0,82.6,52.0,11.3,4.8,0.0,1026.0
2475,Elche,38.2851,-0.5625,2008-11-11,November,2008,autumn,18.9,13.6,7.8,100.0,85.4,60.0,19.3,8.5,0.0,1019.0
2476,Elche,38.2851,-0.5625,2008-11-12,November,2008,autumn,21.1,16.6,12.2,88.0,50.2,28.0,27.4,17.2,0.0,1016.0
2477,Elche,38.2851,-0.5625,2008-11-13,November,2008,autumn,18.9,13.3,10.0,58.0,42.2,26.0,27.4,14.2,0.0,1016.0
2478,Elche,38.2851,-0.5625,2008-11-14,November,2008,autumn,17.8,11.6,7.2,61.0,43.4,24.0,20.9,12.6,0.0,1019.0
2479,Elche,38.2851,-0.5625,2008-11-15,November,2008,autumn,18.9,11.3,3.9,76.0,51.0,24.0,12.9,6.6,0.0,1019.0
2480,Elche,38.2851,-0.5625,2008-11-16,November,2008,autumn,18.9,11.9,6.1,100.0,62.4,34.0,12.9,5.3,0.0,1023.0
2481,Elche,38.2851,-0.5625,2008-11-17,November,2008,autumn,20.0,11.9,5.0,100.0,70.1,30.0,14.5,5.3,0.0,1023.0
2482,Elche,38.2851,-0.5625,2008-11-18,November,2008,autumn,17.8,12.0,6.1,94.0,76.5,48.0,12.9,6.9,0.0,1019.0
2483,Elche,38.2851,-0.5625,2008-11-19,November,2008,autumn,17.2,12.4,7.8,100.0,75.7,52.0,25.7,8.9,0.0,1016.0
2484,Elche,38.2851,-0.5625,2008-11-20,November,2008,autumn,16.1,12.7,6.257221218854428,100.0,79.3,0.0,32.2,11.4,0.0,1019.0
2485,Elche,38.2851,-0.5625,2008-11-21,November,2008,autumn,20.0,13.3,8.9,100.0,76.2,49.0,19.3,12.1,4.8,1019.0
2486,Elche,38.2851,-0.5625,2008-11-22,November,2008,autumn,22.8,15.1,8.9,88.0,60.5,33.0,32.2,11.3,0.0,1013.0
2487,Elche,38.2851,-0.5625,2008-11-23,November,2008,autumn,20.0,14.3,10.0,88.0,62.6,33.0,16.1,5.1,0.0,1009.0
2488,Elche,38.2851,-0.5625,2008-11-24,November,2008,autumn,17.8,12.6,7.2,94.0,57.9,32.0,45.1,18.5,3.2,1006.0
2489,Elche,38.2851,-0.5625,2008-11-25,November,2008,autumn,15.0,10.5,7.2,62.0,45.4,25.0,45.1,20.4,0.0,1009.0
2490,Elche,38.2851,-0.5625,2008-11-26,November,2008,autumn,12.2,8.2,3.9,82.0,53.3,33.0,29.0,17.7,1.6,1016.0
2491,Elche,38.2851,-0.5625,2008-11-27,November,2008,autumn,12.2,10.2,5.0,66.0,58.6,43.0,45.1,18.7,3.2,1016.0
2492,Elche,38.2851,-0.5625,2008-11-28,November,2008,autumn,17.2,9.9,3.9,70.0,44.3,20.0,32.2,17.4,0.0,1006.0
2493,Elche,38.2851,-0.5625,2008-11-29,November,2008,autumn,15.0,9.2,5.0,100.0,65.2,34.0,25.7,9.0,0.0,1006.0
2494,Elche,38.2851,-0.5625,2008-11-30,November,2008,autumn,11.1,7.1,2.8,82.0,67.5,54.0,20.9,9.0,0.0,1002.0
2495,Elche,38.2851,-0.5625,2008-12-01,December,2008,autumn,13.9,8.0,1.1,87.0,57.0,36.0,24.1,13.7,3.2,1006.0
2496,Elche,38.2851,-0.5625,2008-12-02,December,2008,autumn,13.9,9.0,5.0,65.0,48.3,31.0,33.8,15.8,0.0,1016.0
2497,Elche,38.2851,-0.5625,2008-12-03,December,2008,autumn,15.0,10.6,7.8,62.0,41.0,28.0,35.4,18.5,1.6,1016.0
2498,Elche,38.2851,-0.5625,2008-12-04,December,2008,autumn,16.1,12.3,7.8,66.0,52.0,36.0,29.0,16.6,1.6,1009.0
2499,Elche,38.2851,-0.5625,2008-12-05,December,2008,autumn,20.0,15.8,12.2,67.0,53.8,43.0,32.2,16.1,0.0,1013.0
2500,Elche,38.2851,-0.5625,2008-12-06,December,2008,autumn,21.1,15.5,8.9,76.0,56.1,35.0,24.1,12.6,0.0,1016.0
2501,Elche,38.2851,-0.5625,2008-12-07,December,2008,autumn,18.9,15.3,12.2,88.0,64.0,49.0,29.0,9.2,0.0,1016.0
2502,Elche,38.2851,-0.5625,2008-12-08,December,2008,autumn,16.1,12.2,4.860447072760878,100.0,84.3,0.0,11.3,3.2,0.0,1016.0
2503,Elche,38.2851,-0.5625,2008-12-09,December,2008,autumn,17.2,11.5,6.1,100.0,84.8,55.0,14.5,5.6,0.0,1013.0
2504,Elche,38.2851,-0.5625,2008-12-10,December,2008,autumn,15.0,11.4,7.8,72.0,47.0,21.0,37.0,21.1,3.2,1009.0
2505,Elche,38.2851,-0.5625,2008-12-11,December,2008,autumn,13.9,8.9,5.0,49.0,38.7,27.0,41.8,19.3,4.8,1013.0
2506,Elche,38.2851,-0.5625,2008-12-12,December,2008,autumn,16.1,10.9,7.2,62.0,48.0,39.0,29.0,20.6,11.3,1013.0
2507,Elche,38.2851,-0.5625,2008-12-13,December,2008,autumn,13.9,9.6,7.2,87.0,59.3,38.0,35.4,15.3,0.0,1013.0
2508,Elche,38.2851,-0.5625,2008-12-14,December,2008,autumn,12.2,8.6,5.0,93.0,60.9,40.0,35.4,14.8,1.6,996.0
2509,Elche,38.2851,-0.5625,2008-12-15,December,2008,autumn,12.2,7.8,5.0,57.0,47.3,35.0,38.6,23.8,14.5,1002.0
2510,Elche,38.2851,-0.5625,2008-12-16,December,2008,autumn,12.2,9.2,6.1,66.0,53.2,47.0,38.6,22.0,9.7,1006.0
2511,Elche,38.2851,-0.5625,2008-12-17,December,2008,autumn,16.1,11.4,7.8,62.0,47.1,31.0,35.4,19.3,4.8,1013.0
2512,Elche,38.2851,-0.5625,2008-12-18,December,2008,autumn,16.1,11.2,6.1,81.0,56.8,39.0,27.4,12.9,0.0,1016.0
2513,Elche,38.2851,-0.5625,2008-12-19,December,2008,autumn,17.2,10.4,5.0,87.0,62.4,39.0,16.1,6.3,0.0,1026.0
2514,Elche,38.2851,-0.5625,2008-12-20,December,2008,autumn,17.2,9.2,2.8,87.0,69.2,39.0,11.3,4.2,0.0,1029.0
2515,Elche,38.2851,-0.5625,2008-12-21,December,2008,winter,17.2,9.1,2.2,93.0,74.1,42.0,14.5,6.8,0.0,1026.0
2516,Elche,38.2851,-0.5625,2008-12-22,December,2008,winter,16.1,8.9,2.8,100.0,79.0,45.0,9.7,4.5,0.0,1026.0
2517,Elche,38.2851,-0.5625,2008-12-23,December,2008,winter,15.0,8.9,2.2,93.0,80.2,59.0,11.3,4.0,0.0,1023.0
2518,Elche,38.2851,-0.5625,2008-12-24,December,2008,winter,12.8,11.1,7.2,81.0,69.6,63.0,22.5,8.0,0.0,1023.0
2519,Elche,38.2851,-0.5625,2008-12-25,December,2008,winter,13.9,9.2,2.036374821757215,76.0,61.4,0.0,19.3,10.9,0.0,1019.0
2520,Elche,38.2851,-0.5625,2008-12-26,December,2008,winter,15.0,9.5,2.8,76.0,60.4,34.0,20.9,8.9,0.0,1009.0
2521,Elche,38.2851,-0.5625,2008-12-27,December,2008,winter,12.8,9.6,3.9,81.0,64.5,54.0,22.5,9.3,1.6,1013.0
2522,Elche,38.2851,-0.5625,2008-12-28,December,2008,winter,15.0,11.5,7.8,72.0,63.4,51.0,16.1,6.4,0.0,1013.0
2523,Elche,38.2851,-0.5625,2008-12-29,December,2008,winter,15.0,12.5,10.0,94.0,78.3,63.0,11.3,4.7,0.0,1019.0
2524,Elche,38.2851,-0.5625,2008-12-30,December,2008,winter,16.1,11.0,6.1,100.0,89.3,63.0,12.9,4.7,0.0,1023.0
2525,Elche,38.2851,-0.5625,2008-12-31,December,2008,winter,15.0,12.6,10.0,94.0,84.7,76.0,22.5,11.6,1.6,1019.0
2526,Elche,38.2851,-0.5625,2009-01-01,January,2009,winter,17.2,12.9,10.0,87.0,72.8,48.0,20.9,10.5,3.2,1016.0
2527,Elche,38.2851,-0.5625,2009-01-02,January,2009,winter,17.8,14.2,11.1,94.0,69.7,52.0,22.5,11.1,0.0,1016.0
2528,Elche,38.2851,-0.5625,2009-01-03,January,2009,winter,13.9,12.1,8.9,100.0,89.2,77.0,11.3,3.7,0.0,1013.0
2529,Elche,38.2851,-0.5625,2009-01-04,January,2009,winter,12.8,11.2,7.8,94.0,80.3,67.0,25.7,7.2,0.0,1013.0
2530,Elche,38.2851,-0.5625,2009-01-05,January,2009,winter,15.0,8.9,3.9,93.0,79.8,51.0,19.3,7.1,0.0,1013.0
2531,Elche,38.2851,-0.5625,2009-01-06,January,2009,winter,13.9,9.4,6.1,93.0,67.0,47.0,20.9,10.5,1.6,1009.0
2532,Elche,38.2851,-0.5625,2009-01-07,January,2009,winter,10.0,6.2,2.8,61.0,46.9,27.0,20.9,9.8,0.0,1009.0
2533,Elche,38.2851,-0.5625,2009-01-08,January,2009,winter,8.9,6.4,3.9,76.0,53.9,42.0,24.1,8.5,1.6,1013.0
2534,Elche,38.2851,-0.5625,2009-01-09,January,2009,winter,12.2,7.6,2.8,93.0,73.3,50.0,12.9,7.7,1.6,1013.0
2535,Elche,38.2851,-0.5625,2009-01-10,January,2009,winter,11.1,7.0,1.1,93.0,69.8,54.0,25.7,11.7,0.0,1019.0
2536,Elche,38.2851,-0.5625,2009-01-11,January,2009,winter,15.0,11.5,7.2,87.0,63.7,42.0,29.0,15.8,0.0,1023.0
2537,Elche,38.2851,-0.5625,2009-01-12,January,2009,winter,15.0,9.0,3.9,87.0,67.4,42.0,19.3,7.7,0.0,1023.0
2538,Elche,38.2851,-0.5625,2009-01-13,January,2009,winter,13.9,9.9,6.1,61.0,48.7,33.0,25.7,14.3,3.2,1019.0
2539,Elche,38.2851,-0.5625,2009-01-14,January,2009,winter,15.0,10.1,7.2,62.0,51.4,34.0,33.8,19.8,8.0,1016.0
2540,Elche,38.2851,-0.5625,2009-01-15,January,2009,winter,13.9,8.7,3.9,93.0,60.6,41.0,22.5,12.2,0.0,1013.0
2541,Elche,38.2851,-0.5625,2009-01-16,January,2009,winter,13.9,9.0,2.8,93.0,71.8,44.0,19.3,7.2,0.0,1016.0
2542,Elche,38.2851,-0.5625,2009-01-17,January,2009,winter,16.1,10.2,6.1,100.0,78.6,48.0,16.1,7.6,0.0,1019.0
2543,Elche,38.2851,-0.5625,2009-01-18,January,2009,winter,17.8,10.9,5.0,100.0,69.5,37.0,24.1,15.0,4.8,1019.0
2544,Elche,38.2851,-0.5625,2009-01-19,January,2009,winter,17.8,13.1,7.8,94.0,67.0,45.0,25.7,12.2,1.6,1016.0
2545,Elche,38.2851,-0.5625,2009-01-20,January,2009,winter,15.0,11.3,7.8,94.0,55.7,29.0,37.0,19.0,3.2,1002.0
2546,Elche,38.2851,-0.5625,2009-01-21,January,2009,winter,12.8,9.0,5.0,49.0,38.8,25.0,37.0,27.0,4.8,1013.0
2547,Elche,38.2851,-0.5625,2009-01-22,January,2009,winter,13.9,10.4,6.1,67.0,51.1,40.0,38.6,16.4,3.2,1013.0
2548,Elche,38.2851,-0.5625,2009-01-23,January,2009,winter,23.9,19.3,12.2,72.0,47.4,31.0,45.1,22.0,4.8,1006.0
2549,Elche,38.2851,-0.5625,2009-01-24,January,2009,winter,18.9,16.4,12.2,62.0,34.9,21.0,69.2,36.5,4.8,1006.0
2550,Elche,38.2851,-0.5625,2009-01-25,January,2009,winter,16.1,11.2,6.1,82.0,51.9,31.0,35.4,14.8,0.0,1006.0
2551,Elche,38.2851,-0.5625,2009-01-26,January,2009,winter,12.8,10.8,7.8,53.0,41.5,33.0,48.3,27.7,0.0,1006.0
2552,Elche,38.2851,-0.5625,2009-01-27,January,2009,winter,17.8,13.2,8.9,51.0,40.1,30.0,46.7,28.6,4.8,1013.0
2553,Elche,38.2851,-0.5625,2009-01-28,January,2009,winter,20.0,15.3,12.8,63.0,49.9,40.0,41.8,22.7,3.2,1013.0
2554,Elche,38.2851,-0.5625,2009-01-29,January,2009,winter,22.2,16.2,12.8,72.0,55.4,38.0,32.2,10.8,0.0,1013.0
2555,Elche,38.2851,-0.5625,2009-01-30,January,2009,winter,20.0,13.4,7.8,100.0,75.8,46.0,20.9,6.8,0.0,1013.0
2556,Elche,38.2851,-0.5625,2009-01-31,January,2009,winter,13.9,12.3,11.1,100.0,72.0,38.0,35.4,13.7,0.0,1006.0
2557,Elche,38.2851,-0.5625,2009-02-01,February,2009,winter,11.1,9.1,7.2,100.0,68.5,40.0,22.5,7.2,0.0,999.0
2558,Elche,38.2851,-0.5625,2009-02-02,February,2009,winter,13.9,10.7,7.2,100.0,87.5,67.0,14.5,4.7,0.0,989.0
2559,Elche,38.2851,-0.5625,2009-02-03,February,2009,winter,17.2,10.6,3.9,93.0,65.3,34.0,37.0,13.7,0.0,999.0
2560,Elche,38.2851,-0.5625,2009-02-04,February,2009,winter,17.2,10.6,3.9,93.0,70.4,39.0,22.5,7.7,0.0,999.0
2561,Elche,38.2851,-0.5625,2009-02-05,February,2009,winter,16.1,11.1,7.2,100.0,83.1,48.0,20.9,6.3,0.0,996.0
2562,Elche,38.2851,-0.5625,2009-02-06,February,2009,winter,16.1,9.1,5.0,93.0,69.1,34.0,46.7,14.6,0.0,996.0
2563,Elche,38.2851,-0.5625,2009-02-07,February,2009,winter,12.2,9.1,6.1,49.0,38.4,30.0,49.9,33.0,11.3,1002.0
2564,Elche,38.2851,-0.5625,2009-02-08,February,2009,winter,15.0,11.4,7.8,54.0,37.3,25.0,38.6,24.3,1.6,1013.0
2565,Elche,38.2851,-0.5625,2009-02-09,February,2009,winter,21.1,16.0,12.8,67.0,47.5,31.0,35.4,19.8,1.6,1016.0
2566,Elche,38.2851,-0.5625,2009-02-10,February,2009,winter,18.9,14.7,10.0,62.0,46.2,31.0,35.4,17.7,8.0,1019.0
2567,Elche,38.2851,-0.5625,2009-02-11,February,2009,winter,20.0,14.5,8.9,46.0,31.1,17.0,40.2,26.2,1.6,1019.0
2568,Elche,38.2851,-0.5625,2009-02-12,February,2009,winter,20.0,13.8,7.8,72.0,46.7,28.0,25.7,14.6,0.0,1016.0
2569,Elche,38.2851,-0.5625,2009-02-13,February,2009,winter,13.9,11.1,6.1,82.0,62.4,47.0,27.4,10.8,0.0,1016.0
2570,Elche,38.2851,-0.5625,2009-02-14,February,2009,winter,17.2,10.3,3.9,100.0,79.0,39.0,12.9,6.9,0.0,1016.0
2571,Elche,38.2851,-0.5625,2009-02-15,February,2009,winter,12.8,11.2,8.9,94.0,74.5,58.0,24.1,12.7,3.2,1019.0
2572,Elche,38.2851,-0.5625,2009-02-16,February,2009,winter,13.9,8.8,1.4607884778565112,71.0,55.9,0.0,16.1,8.9,0.0,1019.0
2573,Elche,38.2851,-0.5625,2009-02-17,February,2009,winter,13.9,9.1,5.0,87.0,64.5,47.0,11.3,6.0,1.6,1019.0
2574,Elche,38.2851,-0.5625,2009-02-18,February,2009,winter,17.8,10.2,3.9,87.0,62.4,22.0,19.3,10.0,0.0,1016.0
2575,Elche,38.2851,-0.5625,2009-02-19,February,2009,winter,15.0,10.3,5.0,100.0,73.7,51.0,24.1,8.9,0.0,1019.0
2576,Elche,38.2851,-0.5625,2009-02-20,February,2009,winter,16.1,11.3,6.1,100.0,78.0,45.0,20.9,10.5,1.6,1023.0
2577,Elche,38.2851,-0.5625,2009-02-21,February,2009,winter,17.2,11.2,6.1,100.0,72.2,37.0,20.9,9.0,0.0,1023.0
2578,Elche,38.2851,-0.5625,2009-02-22,February,2009,winter,16.1,11.0,6.1,93.0,73.2,45.0,25.7,11.1,1.6,1026.0
2579,Elche,38.2851,-0.5625,2009-02-23,February,2009,winter,16.1,10.2,5.0,93.0,76.4,51.0,24.1,8.0,0.0,1019.0
2580,Elche,38.2851,-0.5625,2009-02-24,February,2009,winter,15.0,9.9,2.8,100.0,83.4,59.0,12.9,4.0,0.0,1016.0
2581,Elche,38.2851,-0.5625,2009-02-25,February,2009,winter,15.0,12.4,8.9,100.0,86.2,67.0,12.9,3.4,0.0,1023.0
2582,Elche,38.2851,-0.5625,2009-02-26,February,2009,winter,15.0,10.7,6.1,100.0,80.1,55.0,16.1,4.3,0.0,1023.0
2583,Elche,38.2851,-0.5625,2009-02-27,February,2009,winter,15.0,9.8,5.0,93.0,75.4,48.0,14.5,6.6,0.0,1019.0
2584,Elche,38.2851,-0.5625,2009-02-28,February,2009,winter,15.0,11.9,8.9,100.0,84.3,67.0,19.3,8.5,1.6,1013.0
2585,Elche,38.2851,-0.5625,2009-03-01,March,2009,winter,20.0,13.6,7.8,100.0,77.7,43.0,22.5,8.9,0.0,1013.0
2586,Elche,38.2851,-0.5625,2009-03-02,March,2009,winter,17.8,13.9,8.9,88.0,61.8,37.0,19.3,11.7,0.0,1013.0
2587,Elche,38.2851,-0.5625,2009-03-03,March,2009,winter,12.8,12.5,11.1,100.0,90.5,67.0,33.8,23.0,11.3,1013.0
2588,Elche,38.2851,-0.5625,2009-03-04,March,2009,winter,17.8,12.9,8.9,87.0,59.2,37.0,37.0,19.5,0.0,1002.0
2589,Elche,38.2851,-0.5625,2009-03-05,March,2009,winter,17.2,11.8,7.8,71.0,44.5,24.0,56.3,28.8,3.2,999.0
2590,Elche,38.2851,-0.5625,2009-03-06,March,2009,winter,17.8,13.6,10.0,41.0,34.8,26.0,53.1,33.3,4.8,1002.0
2591,Elche,38.2851,-0.5625,2009-03-07,March,2009,winter,23.9,17.6,11.1,62.0,38.4,20.0,46.7,19.6,0.0,1013.0
2592,Elche,38.2851,-0.5625,2009-03-08,March,2009,winter,18.9,13.1,8.9,76.0,58.5,32.0,20.9,7.1,0.0,1013.0
2593,Elche,38.2851,-0.5625,2009-03-09,March,2009,winter,17.2,11.9,7.2,100.0,76.9,52.0,19.3,6.1,0.0,1019.0
2594,Elche,38.2851,-0.5625,2009-03-10,March,2009,winter,17.8,11.9,3.2170356784748426,94.0,71.1,0.0,12.9,5.6,0.0,1019.0
2595,Elche,38.2851,-0.5625,2009-03-11,March,2009,winter,20.0,12.4,6.1,100.0,79.4,43.0,16.1,6.1,0.0,1019.0
2596,Elche,38.2851,-0.5625,2009-03-12,March,2009,winter,16.1,12.5,7.8,100.0,81.2,55.0,16.1,6.8,0.0,1023.0
2597,Elche,38.2851,-0.5625,2009-03-13,March,2009,winter,21.1,12.8,6.1,100.0,71.1,20.0,11.3,4.8,0.0,1019.0
2598,Elche,38.2851,-0.5625,2009-03-14,March,2009,winter,22.8,13.2,5.0,100.0,61.5,20.0,16.1,6.8,0.0,1016.0
2599,Elche,38.2851,-0.5625,2009-03-15,March,2009,winter,21.1,14.1,7.2,66.0,47.8,18.0,20.9,7.4,0.0,1019.0
2600,Elche,38.2851,-0.5625,2009-03-16,March,2009,winter,20.0,13.4,7.8,76.0,60.1,35.0,24.1,8.4,0.0,1019.0
2601,Elche,38.2851,-0.5625,2009-03-17,March,2009,winter,17.8,12.6,6.1,87.0,64.0,40.0,33.8,11.4,0.0,1023.0
2602,Elche,38.2851,-0.5625,2009-03-18,March,2009,winter,17.2,12.0,6.1,100.0,69.8,48.0,16.1,5.5,0.0,1023.0
2603,Elche,38.2851,-0.5625,2009-03-19,March,2009,winter,17.8,13.2,7.8,100.0,74.5,48.0,12.9,5.5,0.0,1016.0
2604,Elche,38.2851,-0.5625,2009-03-20,March,2009,winter,17.8,12.1,5.0,100.0,81.7,55.0,14.5,5.8,0.0,1013.0
2605,Elche,38.2851,-0.5625,2009-03-21,March,2009,spring,16.1,13.6,10.0,100.0,76.6,55.0,19.3,7.7,0.0,1016.0
2606,Elche,38.2851,-0.5625,2009-03-22,March,2009,spring,17.2,12.5,7.2,94.0,67.6,39.0,16.1,6.0,0.0,1019.0
2607,Elche,38.2851,-0.5625,2009-03-23,March,2009,spring,20.0,12.2,5.0,76.0,49.8,19.0,24.1,8.2,0.0,1019.0
2608,Elche,38.2851,-0.5625,2009-03-24,March,2009,spring,25.0,14.4,5.0,67.0,42.7,13.0,20.9,12.1,0.0,1016.0
2609,Elche,38.2851,-0.5625,2009-03-25,March,2009,spring,17.2,14.6,10.0,94.0,72.7,52.0,32.2,12.4,0.0,1013.0
2610,Elche,38.2851,-0.5625,2009-03-26,March,2009,spring,17.8,12.8,7.2,100.0,78.3,49.0,14.5,5.5,0.0,1013.0
2611,Elche,38.2851,-0.5625,2009-03-27,March,2009,spring,21.1,14.1,7.8,93.0,64.8,25.0,14.5,5.8,0.0,1009.0
2612,Elche,38.2851,-0.5625,2009-03-28,March,2009,spring,20.0,15.4,12.8,100.0,71.2,42.0,20.9,8.5,0.0,1002.0
2613,Elche,38.2851,-0.5625,2009-03-29,March,2009,spring,16.1,12.2,11.1,100.0,96.6,55.0,32.2,17.5,0.0,1016.0
