Column1,dias,Date,City,Time_Temperature_(°F)_Max,Time_Temperature_(°F)_Avg,Time_Temperature_(°F)_Min,Dew_Point_(°F)_Max,Dew_Point_(°F)_Avg,Dew_Point_(°F)_Min,Humidity_(%)_Max,Humidity_(%)_Avg,Humidity_(%)_Min,Wind_Speed_(mph)_Max,Wind_Speed_(mph)_Avg,Wind_Speed_(mph)_Min,Pressure_(in)_Max,Pressure_(in)_Avg,Pressure_(in)_Min,Month,Year
22,22,22/01/2016,Elche,64,55.5,45,54,48,43,93,76.7,56,10,3.1,0,30.3,30.2,30.1,Jan,2016
4,4,4/12/2005,Elche,66,55.5,45,48,40.6,36,76,58.8,40,10,6,2,30,29.9,29.8,Dec,2005
4,4,4/02/2002,Elche,68,55.5,45,52,46.3,41,93,73.5,37,10,5.6,0,30.2,30.2,30.1,Feb,2002
14,14,14/02/2022,Elche,66,55.6,45,48,38.6,28,100,60.1,26,21,10.7,2,30,29.9,29.9,Feb,2022
20,20,20/12/2015,Elche,64,55.7,45,57,51.7,43,94,86.5,72,9,3.2,0,30.2,30.1,30.1,Dec,2015
31,31,31/01/2002,Elche,66,55.7,45,46,40,36,93,59.7,32,23,10.1,3,56.6,30.8,30.1,Jan,2002
1,1,1/03/2019,Elche,68,55.7,45,54,45.9,36,100,72.5,33,9,3.8,0,30.1,30.1,30,Mar,2019
6,6,6/12/2009,Elche,70,55.7,45,57,44.9,41,87,69.2,35,12,6.9,2,30,29.9,29.9,Dec,2009
25,25,25/03/2021,Elche,66,55.8,45,57,51.5,45,100,86.3,60,10,5.3,0,30.1,30.1,30,Mar,2021
26,26,26/11/2003,Elche,66,55.9,45,43,39.4,34,81,55.7,30,21,8.4,2,29.8,29.8,29.7,Nov,2003
26,26,26/02/2016,Elche,66,55.9,45,48,39.4,32,72,55.6,28,14,6.2,0,29.9,29.7,29.3,Feb,2016
7,7,7/03/2018,Elche,66,55.9,45,45,37.7,28,76,52.9,26,21,8.7,0,29.7,29.7,29.5,Mar,2018
29,29,29/10/2012,Elche,68,56,45,45,35.3,0,76,51.6,23,9,4.2,0,29.9,29.8,29.7,Oct,2012
1,1,1/01/2007,Elche,70,56,45,45,41.3,37,82,60.5,35,23,10,5,30.5,30.4,30.3,Jan,2007
1,1,1/03/2010,Elche,70,56,45,50,43.4,0,100,69.3,25,12,4.6,0,30,29.9,29.7,Mar,2010
2,2,2/02/2016,Elche,70,56,45,54,47.6,43,94,75.7,40,9,3.3,0,30.3,30.2,30.1,Feb,2016
1,1,1/01/2010,Elche,64,56.1,45,43,39.2,37,76,54.5,37,26,12.2,1,29.9,29.7,29.6,Jan,2010
28,28,28/01/2020,Elche,70,56.1,45,52,44.9,41,87,67.4,46,16,7.7,1,30.1,30,30,Jan,2020
15,15,15/03/2017,Elche,63,56.2,45,52,46,41,93,69.7,52,24,12,1,30.1,30.1,30.1,Mar,2017
26,26,26/11/2022,Elche,66,56.2,45,46,40.5,36,87,57.9,37,10,4.9,0,30.3,30.2,30.2,Nov,2022
21,21,21/11/2013,Elche,68,56.2,45,30,27.5,21,57,36,17,20,10.4,0,29.9,29.7,29.6,Nov,2013
11,11,11/12/2019,Elche,70,56.2,45,45,37.3,28,93,51.6,31,29,12.5,2,30.1,30,29.9,Dec,2019
26,26,26/11/2011,Elche,66,56.3,45,54,47.1,43,94,72.3,43,10,4.4,0,30.3,30.2,30.2,Nov,2011
18,18,18/11/2006,Elche,68,56.3,45,50,40.6,34,77,58.3,28,9,5.9,1,30.1,30,30,Nov,2006
18,18,18/11/2014,Elche,68,56.3,45,52,45.3,41,94,69.1,40,12,5.3,0,29.8,29.8,29.7,Nov,2014
12,12,12/12/2009,Elche,66,56.4,45,57,52.2,43,100,86.5,68,7,2.3,0,29.9,29.7,29.6,Dec,2009
20,20,20/11/2017,Elche,70,56.4,45,57,49.9,43,100,81.3,46,7,3.3,0,30.1,30.1,30,Nov,2017
15,15,15/12/2015,Elche,72,56.4,45,55,46.1,39,93,70.3,38,10,5.4,0,30.3,30.2,30.1,Dec,2015
16,16,16/12/2011,Elche,66,56.5,45,45,40,34,81,55,37,29,12,3,30.2,30,29.9,Dec,2011
18,18,18/03/2017,Elche,70,56.5,45,50,44.4,37,94,67.5,33,8,4.7,0,30.1,30,30,Mar,2017
21,21,21/11/2017,Elche,70,56.5,45,57,46.5,36,100,71.6,33,9,4.5,0,30,30,29.9,Nov,2017
31,31,31/03/2002,Elche,66,56.6,45,52,46.3,41,87,69.7,45,15,7.9,3,30.1,30,29.9,Mar,2002
17,17,17/12/2022,Elche,66,56.6,45,55,50.1,43,100,79.5,59,9,4.6,1,30.1,29.9,29.8,Dec,2022
2,2,2/04/2008,Elche,70,56.6,45,46,27.2,0,71,42.8,15,13,4.7,0,30.2,30.1,30.1,Apr,2008
28,28,28/11/2015,Elche,70,56.6,45,50,45.2,41,93,68.6,35,12,3.4,0,30.2,30,29.9,Nov,2015
17,17,17/12/2015,Elche,70,56.6,45,54,44.6,39,88,66,33,9,2.6,0,30.3,30.2,30.2,Dec,2015
20,20,20/02/2018,Elche,70,56.6,45,48,44.5,41,94,67,37,14,7.1,0,29.9,29.8,29.7,Feb,2018
19,19,19/03/2017,Elche,70,56.7,45,54,45.7,37,88,68.7,33,8,4.5,0,30,29.9,29.8,Mar,2017
4,4,4/11/2018,Elche,72,56.8,45,50,42.3,36,88,62.8,27,13,6.6,0,29.9,29.8,29.6,Nov,2018
7,7,7/04/2012,Elche,66,56.9,45,46,33.6,0,81,51,28,16,6.9,0,29.8,29.7,29.7,Apr,2012
4,4,4/04/2004,Elche,68,56.9,45,50,44.6,41,88,66.3,40,9,3.9,0,30.2,30.2,30.1,Apr,2004
23,23,23/11/2017,Elche,73,56.9,45,55,41.9,34,88,60.4,25,10,5.7,0,30,29.9,29.8,Nov,2017
1,1,1/04/2018,Elche,64,57,45,50,38.5,30,72,51,37,13,6.9,0,30,29.9,29.8,Apr,2018
2,2,2/04/2016,Elche,66,57,45,50,44.2,39,82,63.6,40,14,6.3,0,29.8,29.8,29.7,Apr,2016
23,23,23/01/2018,Elche,66,57,45,52,43.5,37,87,62.2,42,7,3.6,0,30.2,30.1,30.1,Jan,2018
22,22,22/03/2019,Elche,66,57,45,46,38.8,36,76,52.2,39,13,6.5,2,30.2,30.1,30.1,Mar,2019
24,24,24/03/2019,Elche,66,57,45,48,43.4,39,87,62.1,40,13,5.3,0,30.1,30.1,30,Mar,2019
26,26,26/12/2019,Elche,68,57,45,54,47,41,87,69.7,49,9,5.3,1,30.2,30.1,30,Dec,2019
10,10,10/04/2018,Elche,64,57.1,45,52,41.6,36,82,57.7,37,17,10.3,3,29.7,29.5,29.3,Apr,2018
6,6,6/03/2018,Elche,66,57.1,45,48,39.2,32,81,52.8,32,14,8.6,2,29.5,29.4,29.3,Mar,2018
15,15,15/03/2002,Elche,68,57.1,45,52,42.1,34,88,60.6,28,16,7.4,0,29.9,29.8,29.7,Mar,2002
27,27,27/01/2019,Elche,68,57.1,45,43,34.3,27,82,44.2,27,29,13.8,5,29.8,29.7,29.7,Jan,2019
30,30,30/03/2007,Elche,70,57.1,45,50,41.2,36,81,58.3,30,16,8.2,0,30,29.9,29.8,Mar,2007
1,1,1/04/2004,Elche,68,57.2,45,50,44.6,39,82,64.4,42,17,6.3,0,29.8,29.7,29.6,Apr,2004
7,7,7/11/2018,Elche,70,57.2,45,52,43.6,39,82,62,35,13,6.4,0,29.9,29.9,29.8,Nov,2018
10,10,10/03/2008,Elche,66,57.3,45,48,32.9,0,87,52.3,26,15,6.4,0,29.8,29.7,29.6,Mar,2008
16,16,16/01/2008,Elche,68,57.3,45,41,30.4,0,76,45.6,24,37,15.1,0,30,29.8,29.7,Jan,2008
2,2,2/04/2010,Elche,68,57.3,45,54,47.2,39,93,72.2,35,12,5.1,0,30,29.9,29.9,Apr,2010
2,2,2/11/2007,Elche,66,57.4,45,54,47.2,39,87,69.6,56,13,5.9,0,30.1,30.1,30.1,Nov,2007
15,15,15/03/2009,Elche,70,57.4,45,43,34.9,0,66,47.8,18,13,4.6,0,30.1,30.1,30,Mar,2009
3,3,3/03/2008,Elche,75,57.4,45,54,48.6,43,100,75.9,38,14,5.7,1,30,29.9,29.8,Mar,2008
26,26,26/02/2011,Elche,75,57.4,45,50,41.3,0,87,61.5,21,10,4.4,0,30.1,30,29.9,Feb,2011
21,21,21/11/2004,Elche,64,57.5,45,54,48.5,41,93,72.7,59,8,4.2,0,30.2,30.1,30.1,Nov,2004
3,3,3/04/2010,Elche,68,57.5,45,55,49.6,43,100,76.6,46,9,3.1,0,29.9,29.8,29.7,Apr,2010
22,22,22/03/2013,Elche,68,57.5,45,52,46.2,41,93,67.7,37,13,5.4,0,29.8,29.6,29.6,Mar,2013
25,25,25/03/2019,Elche,68,57.6,45,48,40.5,32,71,54.1,35,10,4.5,1,30,29.9,29.9,Mar,2019
12,12,12/03/2015,Elche,72,57.6,45,55,47.7,37,94,71.4,35,12,3.8,0,30,29.9,29.9,Mar,2015
15,15,15/04/2008,Elche,66,57.8,45,46,38.8,0,76,52.9,21,12,4.9,0,30.1,30,30,Apr,2008
6,6,6/04/2003,Elche,70,57.8,45,46,41.8,36,87,58.4,30,20,8.5,0,30,29.8,29.6,Apr,2003
10,10,10/03/2019,Elche,72,57.8,45,54,42.1,32,94,58.2,35,9,5.2,0,30.3,30.2,30.1,Mar,2019
11,11,11/01/2011,Elche,68,57.9,45,46,42.7,36,81,58.3,43,22,10.7,2,30.1,30,30,Jan,2011
24,24,24/04/2019,Elche,68,57.9,45,54,44.8,37,87,62.5,45,15,8.1,0,29.7,29.6,29.5,Apr,2019
28,28,28/11/2018,Elche,70,57.9,45,43,37.5,27,71,47.9,27,16,8.6,2,30.1,30,30,Nov,2018
15,15,15/03/2019,Elche,72,57.9,45,52,37.8,28,77,52,21,10,5.3,0,30.1,30.1,30.1,Mar,2019
13,13,13/04/2019,Elche,66,58,45,55,45.9,37,88,65.4,39,13,5.1,0,29.9,29.9,29.9,Apr,2019
5,5,5/03/2012,Elche,64,58.1,45,48,43.2,36,76,58.4,39,16,7.2,0,30.1,30.1,30,Mar,2012
23,23,23/02/2007,Elche,70,58.1,45,45,40.9,37,82,56,31,24,9.3,0,29.9,29.9,29.8,Feb,2007
14,14,14/12/2017,Elche,68,58.2,45,46,39.6,30,66,50.7,37,24,14.5,1,30.1,29.9,29.8,Dec,2017
16,16,16/03/2019,Elche,73,58.4,45,45,36.2,32,67,47,22,8,4.4,0,30.1,30,29.9,Mar,2019
29,29,29/01/2015,Elche,70,58.5,45,45,36.9,32,87,46.9,27,22,12.4,2,30,29.8,29.6,Jan,2015
3,3,3/04/2008,Elche,72,58.7,45,45,26.9,0,67,43.5,23,12,4.7,0,30.1,30,29.9,Apr,2008
25,25,25/02/2010,Elche,73,58.7,45,55,48.5,43,94,69.6,41,12,6.2,1,29.8,29.7,29.6,Feb,2010
19,19,19/03/2006,Elche,68,58.8,45,52,48.2,43,93,69.4,46,10,4.4,0,29.6,29.6,29.5,Mar,2006
6,6,6/01/2013,Elche,70,59.4,45,48,35.5,0,82,46,23,18,7.4,0,30.2,30.1,30.1,Jan,2013
8,8,8/03/2020,Elche,75,59.4,45,46,39.9,36,76,51.5,25,17,7.6,1,30.1,30,30,Mar,2020
10,10,10/02/2007,Elche,73,60,45,46,38.7,34,81,47.9,25,22,9.6,1,30,29.9,29.9,Feb,2007
3,3,3/03/2020,Elche,73,60.2,45,48,38.8,28,66,46.4,29,24,10.6,0,29.9,29.9,29.8,Mar,2020
26,26,26/02/2012,Elche,75,60.2,45,45,33.2,21,81,40.8,18,18,5.4,0,30,29.9,29.9,Feb,2012
26,26,26/03/2004,Elche,50,47.6,46,45,41.2,39,82,77.5,71,17,12.3,8,29.7,29.6,29.6,Mar,2004
25,25,25/01/2006,Elche,50,48.6,46,36,20.5,0,62,53.8,50,14,9.8,6,30.1,30.1,29.9,Jan,2006
19,19,19/01/2015,Elche,52,49,46,46,41.9,36,100,78.4,54,14,6.9,0,29.7,29.6,29.5,Jan,2015
12,12,12/03/2010,Elche,52,49.4,46,45,41.5,39,93,74.1,66,12,3.9,0,30,29.9,29.8,Mar,2010
4,4,4/03/2011,Elche,55,49.4,46,48,43.7,41,100,80.7,67,14,6,0,30,29.9,29.9,Mar,2011
24,24,24/12/2010,Elche,54,49.6,46,36,27.4,0,58,47.6,35,32,17.1,3,29.8,29.7,29.6,Dec,2010
22,22,22/01/2022,Elche,54,50.1,46,50,43.1,36,100,78.2,62,9,6,1,30.3,30.2,30.2,Jan,2022
26,26,26/02/2006,Elche,57,50.1,46,46,37.1,0,87,70.1,38,18,6.8,0,29.6,29.4,29.3,Feb,2006
7,7,7/03/2016,Elche,55,50.3,46,43,34.1,23,76,55.4,35,9,5.3,0,29.8,29.6,29.5,Mar,2016
28,28,28/11/2021,Elche,55,50.3,46,30,28.1,27,50,42.9,33,30,17.9,6,29.8,29.7,29.6,Nov,2021
14,14,14/12/2009,Elche,54,50.4,46,50,43.7,37,94,78.7,58,25,11.3,3,29.5,29.3,29.2,Dec,2009
15,15,15/02/2011,Elche,54,50.4,46,52,41.8,36,100,73.6,54,13,3,0,29.8,29.6,29.4,Feb,2011
21,21,21/01/2017,Elche,54,50.4,46,45,40.3,37,81,68.5,58,24,13.2,0,29.8,27.8,0,Jan,2017
20,20,20/01/2020,Elche,57,50.4,46,50,43.6,36,94,78.2,62,36,15.2,2,29.9,29.8,29.7,Jan,2020
27,27,27/01/2011,Elche,54,50.6,46,46,43,39,93,75.6,62,8,3.1,0,29.6,29.4,29.4,Jan,2011
7,7,7/01/2006,Elche,55,50.6,46,48,45.5,43,88,82.3,67,12,3.8,0,29.8,29.7,29.7,Jan,2006
3,3,3/02/2019,Elche,59,50.6,46,25,20,12,43,31,17,33,20.8,6,30.1,29.9,29.8,Feb,2019
20,20,20/03/2012,Elche,54,50.8,46,46,43.6,37,93,76.5,54,22,11.4,1,30.2,30,30,Mar,2012
8,8,8/03/2010,Elche,55,50.8,46,52,37.4,0,100,68.4,30,23,8.4,0,29.6,29.5,29.5,Mar,2010
16,16,16/01/2006,Elche,55,51.1,46,48,44.8,41,88,78.9,71,10,4.5,0,29.9,29.9,29.8,Jan,2006
3,3,3/12/2008,Elche,59,51.1,46,36,27.2,0,62,41,28,22,11.5,1,30,29.9,29.7,Dec,2008
10,10,10/01/2003,Elche,54,51.2,46,41,36.7,0,76,61.8,41,24,13.6,2,29.8,29.6,29.4,Jan,2003
1,1,1/12/2012,Elche,57,51.2,46,39,32,0,76,54,33,12,6.6,1,29.8,29.6,29.5,Dec,2012
26,26,26/01/2009,Elche,55,51.4,46,30,28.2,27,53,41.5,33,30,17.2,0,29.7,29.6,29.4,Jan,2009
16,16,16/01/2012,Elche,57,51.4,46,48,43.9,39,93,76.2,51,23,5.3,0,29.8,29.7,29.6,Jan,2012
4,4,4/03/2002,Elche,54,51.5,46,48,44,39,94,76.6,62,23,12.6,1,29.8,29.7,29.6,Mar,2002
12,12,12/12/2012,Elche,59,51.6,46,52,46.1,41,100,81.6,67,10,4.6,0,29.9,29.9,29.8,Dec,2012
21,21,21/12/2005,Elche,57,51.7,46,45,38.4,36,82,61,44,17,9.9,3,30.3,30.2,30.1,Dec,2005
13,13,13/02/2002,Elche,59,51.7,46,50,47.6,45,94,86.9,67,6,2.4,0,30.1,30,29.9,Feb,2002
5,5,5/03/2006,Elche,59,51.8,46,41,21.9,0,76,38.8,19,40,20.4,5,29.9,29.6,29.4,Mar,2006
21,21,21/12/2010,Elche,57,51.9,46,54,50,43,100,93.1,82,6,1.3,0,29.7,29.5,29.4,Dec,2010
31,31,31/03/2009,Elche,61,51.9,46,50,44.6,39,100,78.1,45,12,6.6,0,29.8,29.7,29.7,Mar,2009
6,6,6/01/2017,Elche,61,51.9,46,48,45.4,43,93,78.6,59,6,3.3,1,30.3,30.2,30.1,Jan,2017
26,26,26/11/2021,Elche,61,51.9,46,41,37.5,34,76,59.6,39,21,11.4,5,29.6,29.6,29.5,Nov,2021
7,7,7/01/2010,Elche,55,52,46,54,48.8,41,100,89.1,67,17,7.3,0,29.5,29.3,29.1,Jan,2010
8,8,8/01/2002,Elche,57,52,46,43,40.8,37,76,65.8,55,16,7.9,0,30.2,30.1,30,Jan,2002
1,1,1/01/2011,Elche,57,52,46,54,50.6,46,100,94.8,82,7,1.5,0,30,29.9,29.9,Jan,2011
29,29,29/12/2019,Elche,63,52,46,50,46.2,43,100,81.2,59,10,4.9,1,30.4,30.3,30.3,Dec,2019
9,9,9/12/2006,Elche,57,52.1,46,30,24.2,0,53,43.9,36,21,14.4,2,30.1,30,29.9,Dec,2006
13,13,13/01/2012,Elche,59,52.1,46,48,45,43,87,76.8,59,7,1.9,0,30.2,30.1,30.1,Jan,2012
19,19,19/01/2019,Elche,63,52.1,46,43,34,28,82,51.6,34,16,9.3,0,29.9,29.8,29.7,Jan,2019
4,4,4/01/2009,Elche,55,52.2,46,48,45.9,41,94,80.3,67,16,4.5,0,29.9,29.8,29.7,Jan,2009
13,13,13/03/2013,Elche,57,52.2,46,50,30.2,0,94,51.1,25,35,17.8,0,29.6,29.4,29.4,Mar,2013
28,28,28/11/2013,Elche,59,52.2,46,46,41.2,37,87,66.6,51,21,10.6,2,30.2,30.1,30.1,Nov,2013
20,20,20/01/2009,Elche,59,52.3,46,50,34.1,0,94,55.7,29,23,11.8,2,29.6,29.5,29.4,Jan,2009
28,28,28/12/2009,Elche,59,52.3,46,54,49.4,45,100,89.8,77,12,4.5,0,29.9,29.8,29.7,Dec,2009
15,15,15/11/2019,Elche,59,52.3,46,39,35.2,32,71,53,36,18,9.5,1,29.6,29.5,29.4,Nov,2019
17,17,17/01/2006,Elche,61,52.3,46,46,42.1,37,87,69.3,48,7,4,0,30,30,29.9,Jan,2006
12,12,12/02/2013,Elche,61,52.3,46,28,26.4,23,46,37,27,25,14.3,5,29.9,29.8,29.7,Feb,2013
24,24,24/11/2013,Elche,63,52.3,46,30,27.4,0,50,39.8,29,16,9.3,1,29.9,29.8,29.7,Nov,2013
29,29,29/12/2003,Elche,57,52.4,46,30,24.6,0,47,38.1,31,29,13.8,3,29.9,29.9,29.8,Dec,2003
4,4,4/02/2004,Elche,57,52.4,46,48,46,43,88,79.5,67,7,3.1,0,30.5,30.4,30.4,Feb,2004
15,15,15/01/2008,Elche,63,52.4,46,41,34.8,0,76,55.7,30,17,8.1,0,30,30,29.9,Jan,2008
12,12,12/02/2022,Elche,63,52.4,46,48,45,41,93,76.8,55,9,4.9,0,30.2,30.1,30.1,Feb,2022
28,28,28/12/2003,Elche,59,52.5,46,45,33.6,0,81,53.9,27,33,15,3,29.9,29.7,29.6,Dec,2003
10,10,10/12/2008,Elche,59,52.5,46,45,29.2,0,72,47,21,23,13.1,2,29.8,29.7,29.6,Dec,2008
29,29,29/12/2020,Elche,59,52.5,46,36,31.9,28,66,46.3,34,26,15.1,6,29.6,29.6,29.5,Dec,2020
17,17,17/12/2008,Elche,61,52.5,46,36,18.4,0,62,47.1,31,22,12,3,29.9,29.8,29.7,Dec,2008
7,7,7/02/2013,Elche,61,52.5,46,28,23.5,18,46,33.1,20,30,17.8,3,30,30,29.8,Feb,2013
23,23,23/12/2011,Elche,64,52.5,46,54,46.8,43,100,81.9,55,7,2.3,0,30.2,30.1,30.1,Dec,2011
16,16,16/02/2020,Elche,64,52.5,46,55,50.3,45,100,92.6,68,7,3.1,0,30.2,30.2,30.1,Feb,2020
8,8,8/02/2009,Elche,59,52.6,46,37,26.3,0,54,37.3,25,24,15.1,1,29.9,29.8,29.6,Feb,2009
25,25,25/03/2015,Elche,59,52.6,46,54,43.6,36,94,72.8,45,24,7.1,0,29.7,29.5,29.4,Mar,2015
20,20,20/03/2007,Elche,61,52.6,46,25,17.6,12,40,26,15,30,21.5,12,29.7,29.6,29.6,Mar,2007
10,10,10/01/2018,Elche,64,52.6,46,48,42.7,37,93,70.9,42,22,6.8,0,30,29.9,29.9,Jan,2018
28,28,28/12/2008,Elche,59,52.7,46,46,40.6,36,72,63.4,51,10,4,0,29.9,29.8,29.7,Dec,2008
14,14,14/01/2013,Elche,59,52.7,46,36,30,0,58,43.7,31,26,15.4,2,30,29.9,29.8,Jan,2013
4,4,4/02/2010,Elche,61,52.7,46,54,48.3,43,100,85,68,12,3.6,0,29.9,29.8,29.7,Feb,2010
6,6,6/12/2012,Elche,61,52.7,46,39,36.4,34,71,54.6,36,22,11.4,2,30,30,29.9,Dec,2012
1,1,1/12/2003,Elche,57,52.9,46,48,40.7,34,87,65,41,15,6,1,29.6,29.6,29.5,Dec,2003
10,10,10/02/2004,Elche,59,52.9,46,46,43.4,39,82,70.1,54,15,7.6,3,30.3,30.2,30.2,Feb,2004
27,27,27/11/2013,Elche,59,52.9,46,48,43.9,39,94,72.3,55,14,4.5,0,30.1,30.1,30,Nov,2013
16,16,16/12/2019,Elche,61,52.9,46,54,49.5,45,94,87.1,72,7,3.2,0,29.8,29.6,29.4,Dec,2019
27,27,27/02/2016,Elche,57,53,46,46,30,23,72,42.7,27,24,14.8,3,29.3,29.3,29.2,Feb,2016
10,10,10/02/2010,Elche,59,53,46,37,26.6,0,54,41.7,29,25,12.2,5,29.6,29.6,29.5,Feb,2010
17,17,17/04/2021,Elche,61,53,46,48,45.2,43,87,75.3,59,15,6.4,1,29.9,29.9,29.9,Apr,2021
13,13,13/12/2011,Elche,63,53,46,46,42.8,41,87,68.8,48,13,6.3,0,30.1,30.1,30,Dec,2011
10,10,10/12/2003,Elche,57,53.1,46,45,39.8,34,76,61.4,50,28,13.9,3,30,29.7,29.5,Dec,2003
10,10,10/01/2002,Elche,59,53.1,46,48,45.1,41,87,74.9,59,10,5,0,30.4,30.3,30.3,Jan,2002
14,14,14/02/2004,Elche,61,53.1,46,46,42.7,37,87,68.1,48,8,4.4,0,30.2,30.1,30,Feb,2004
10,10,10/03/2016,Elche,64,53.1,46,39,32.2,27,71,47.7,24,28,12.5,0,29.9,29.7,29.6,Mar,2016
15,15,15/02/2019,Elche,59,53.2,46,48,44.6,41,87,72.9,63,17,9.7,3,30.3,30.2,30.2,Feb,2019
28,28,28/11/2007,Elche,61,53.2,46,46,41.4,39,81,64.8,45,10,3.5,0,29.9,29.9,29.8,Nov,2007
27,27,27/01/2020,Elche,63,53.2,46,46,40.9,39,82,64.5,42,15,8.1,0,30.1,30.1,30,Jan,2020
20,20,20/12/2022,Elche,63,53.2,46,55,49.4,45,100,87.9,68,9,5.5,0,30.2,30.1,30.1,Dec,2022
13,13,13/01/2015,Elche,66,53.2,46,52,45.8,37,100,77.8,46,9,3.5,0,30.3,30.1,30.1,Jan,2015
9,9,9/02/2021,Elche,57,53.3,46,45,40.1,37,76,61.3,51,9,4.2,0,29.7,29.6,29.5,Feb,2021
18,18,18/01/2012,Elche,59,53.3,46,50,46.8,45,94,79.9,59,7,2.2,0,30.4,30.3,30.3,Jan,2012
26,26,26/01/2018,Elche,59,53.3,46,48,36.3,28,94,54.3,33,29,15.3,3,30,29.9,29.8,Jan,2018
17,17,17/01/2003,Elche,63,53.3,46,37,28,0,66,49.9,26,21,7.4,2,30.1,30.1,30.1,Jan,2003
29,29,29/12/2004,Elche,63,53.3,46,36,25.7,0,58,38.8,22,24,13,5,30.2,30.1,30,Dec,2004
5,5,5/03/2009,Elche,63,53.3,46,39,23.9,0,71,44.5,24,35,17.9,2,29.5,29.3,29.2,Mar,2009
10,10,10/02/2022,Elche,59,53.4,46,50,47.4,45,94,81.7,67,8,3.2,0,30.3,30.2,30.1,Feb,2022
11,11,11/12/2010,Elche,63,53.4,46,50,45.6,39,100,77.5,42,9,3.2,0,30.2,30.1,30,Dec,2010
27,27,27/12/2007,Elche,59,53.5,46,48,44.5,41,88,72.2,59,15,6.8,0,30.3,30.3,30.2,Dec,2007
30,30,30/12/2016,Elche,59,53.5,46,50,45.4,43,94,74.5,59,8,2.9,0,30.4,28.4,0,Dec,2016
16,16,16/12/2003,Elche,61,53.5,46,50,46,41,87,75.9,59,9,5.1,0,30.1,30.1,29.8,Dec,2003
28,28,28/11/2012,Elche,61,53.5,46,36,17,0,66,45,31,30,17.6,0,29.6,29.5,29.5,Nov,2012
21,21,21/12/2014,Elche,64,53.5,46,52,47.9,43,100,82.6,55,7,2.3,0,30.4,30.3,30.3,Dec,2014
2,2,2/02/2004,Elche,59,53.6,46,52,47.9,41,88,81,72,9,3.9,0,30.3,30.3,30.2,Feb,2004
9,9,9/03/2012,Elche,59,53.6,46,48,44.4,41,93,71.7,55,12,4.7,0,30.3,30.2,30.2,Mar,2012
16,16,16/03/2013,Elche,61,53.6,46,46,42.7,27,87,68.4,27,8,2.5,0,29.9,29.8,29.7,Mar,2013
15,15,15/12/2016,Elche,61,53.6,46,52,47.1,43,94,79.8,59,9,4,0,30,30,29.9,Dec,2016
6,6,6/02/2016,Elche,63,53.6,46,52,46.6,43,94,78,55,8,4.2,0,30.1,30,29.9,Feb,2016
28,28,28/03/2020,Elche,63,53.6,46,46,43,37,93,68.5,39,12,5.8,1,29.9,29.9,29.8,Mar,2020
17,17,17/12/2005,Elche,64,53.6,46,37,29.7,0,62,43.4,29,20,8.5,0,29.9,29.8,29.8,Dec,2005
26,26,26/01/2020,Elche,64,53.6,46,48,43.9,41,94,71.8,45,18,9.5,3,30.1,30,29.9,Jan,2020
22,22,22/11/2019,Elche,57,53.7,46,55,51.5,45,100,92.7,87,6,2.2,0,29.6,29.5,29.3,Nov,2019
17,17,17/02/2017,Elche,59,53.7,46,50,47.3,45,93,79,67,9,5.1,0,30.3,28.9,0,Feb,2017
18,18,18/12/2003,Elche,61,53.7,46,48,45,41,87,72.7,59,10,5.6,0,30,30,29.9,Dec,2003
10,10,10/03/2011,Elche,57,53.8,46,48,45.2,41,87,73,62,18,11.5,0,30.1,30.1,30,Mar,2011
27,27,27/01/2017,Elche,59,53.8,46,50,45.6,37,88,74.8,62,15,5.9,0,29.8,29.7,29.6,Jan,2017
9,9,9/12/2004,Elche,61,53.8,46,48,44.1,41,82,70.7,52,14,7.5,1,29.9,29.8,29.8,Dec,2004
20,20,20/12/2010,Elche,61,53.8,46,48,41.5,39,100,64.3,45,20,9.4,0,29.8,29.7,29.6,Dec,2010
8,8,8/02/2013,Elche,61,53.8,46,30,24.8,0,44,35.6,27,21,12.3,0,30,29.9,29.7,Feb,2013
4,4,4/11/2008,Elche,63,53.8,46,52,47.6,43,100,81.5,52,14,5.9,0,29.8,29.7,29.7,Nov,2008
26,26,26/02/2017,Elche,63,53.8,46,54,49.7,45,100,86.6,68,8,4,0,30.1,30,30,Feb,2017
7,7,7/12/2019,Elche,64,53.8,46,52,47.6,43,94,80.3,59,7,4.1,1,30.1,30.1,30,Dec,2019
24,24,24/11/2020,Elche,64,53.8,46,52,46.6,43,88,77.3,56,7,5.3,1,30.2,30.1,30,Nov,2020
8,8,8/01/2022,Elche,64,53.8,46,32,26.5,0,57,36.1,0,23,10.5,1,30.2,30.1,30,Jan,2022
21,21,21/02/2004,Elche,61,53.9,46,52,48.4,37,88,82,54,9,3.8,0,29.5,29.3,29.3,Feb,2004
9,9,9/03/2004,Elche,61,53.9,46,48,45,41,82,72.4,55,8,3.9,0,30.1,30.1,30,Mar,2004
30,30,30/03/2020,Elche,61,53.9,46,54,47.6,45,94,80,67,22,12,1,29.8,29.7,29.7,Mar,2020
28,28,28/02/2022,Elche,61,53.9,46,45,41.9,37,82,64.3,51,9,5.5,1,30.2,30.2,30.1,Feb,2022
9,9,9/01/2003,Elche,63,53.9,46,41,33.5,0,67,52.4,34,24,6.8,0,29.8,29.6,29.5,Jan,2003
6,6,6/03/2003,Elche,63,53.9,46,52,48.4,43,100,82,63,10,4.3,0,30.1,29.9,29.9,Mar,2003
